6467.80144 11.537 0.003
6497.54045 11.217 0.003
6795.79329 11.305 0.003
6850.67109 11.534 0.003
6931.56384 11.267 0.003
7061.85833 11.284 0.003
7063.84105 11.225 0.003
7067.86130 11.249 0.003
7068.88122 11.304 0.003
7075.82211 11.516 0.003
7078.80222 11.442 0.003
7079.81168 11.411 0.003
7080.81043 11.383 0.003
7087.77064 11.210 0.003
7088.78924 11.270 0.003
7091.77861 11.326 0.003
7112.73082 11.234 0.003
7113.72427 11.265 0.003
7114.72786 11.276 0.003
7116.69352 11.383 0.003
7117.70789 11.432 0.003
7120.70184 11.530 0.003
7126.68830 11.382 0.003
7129.68082 11.286 0.003
7130.67747 11.247 0.003
7131.67907 11.243 0.003
7132.67139 11.233 0.003
7134.65327 11.208 0.003
7135.67156 11.262 0.003
7136.66476 11.327 0.003
7137.65928 11.342 0.003
7138.64341 11.351 0.003
7139.65545 11.402 0.003
7140.64186 11.466 0.003
7141.62855 11.518 0.003
7143.63900 11.526 0.003
7144.63113 11.510 0.003
7146.62800 11.451 0.003
7147.62983 11.415 0.003
7148.77376 11.424 0.003
7150.66350 11.339 0.003
7150.79668 11.356 0.003
7151.72872 11.311 0.003
7153.61461 11.279 0.003
7156.60090 11.254 0.003
7158.59237 11.262 0.003
7159.59771 11.304 0.003
7160.57992 11.332 0.003
7162.58949 11.429 0.003
7163.57873 11.461 0.003
7164.58122 11.476 0.003
7166.57882 11.502 0.003
7170.56412 11.445 0.003
7170.58041 11.440 0.003
7172.56547 11.370 0.003
7173.54801 11.345 0.003
7174.55765 11.311 0.003
7175.55961 11.272 0.003
7179.54907 11.234 0.003
7180.54755 11.246 0.003
7181.53717 11.258 0.003
7182.54534 11.305 0.003
7183.53103 11.336 0.003
7184.53925 11.388 0.003
7185.53989 11.444 0.003
7186.57663 11.497 0.003
7187.53507 11.506 0.003
7189.52659 11.523 0.003
7190.51941 11.502 0.003
7191.52584 11.482 0.003
7194.50870 11.407 0.003
7197.51380 11.297 0.003
7198.51246 11.258 0.003
7199.50314 11.265 0.003
7200.48249 11.223 0.003
7201.48756 11.213 0.003
7206.49089 11.355 0.003
7207.48199 11.416 0.003
7230.67857 11.461 0.003
7260.61623 11.444 0.003
7286.54555 11.303 0.003
7426.83975 11.203 0.003
7433.83239 11.397 0.003
7437.81602 11.529 0.003
7440.81723 11.511 0.003
7442.80917 11.421 0.003
7444.80793 11.340 0.003
7448.78613 11.208 0.003
7450.85686 11.195 0.003
7460.77270 11.527 0.003
7462.76283 11.512 0.003
7465.76269 11.407 0.003
7470.74779 11.215 0.003
7479.80485 11.435 0.003
7485.70622 11.502 0.003
7488.70718 11.402 0.003
7499.67037 11.292 0.003
7560.75607 11.283 0.003
7561.56603 11.237 0.003
7577.49404 11.454 0.003
7796.84893 11.415 0.003
7799.83855 11.405 0.003
7812.83007 11.289 0.003
7825.80505 11.453 0.003
7838.72871 11.340 0.003
7845.70094 11.414 0.003
7856.70105 11.251 0.003
7909.55463 11.418 0.003
8174.79731 11.451 0.003
8215.90434 11.422 0.003
8533.84860 11.349 0.003
8549.78612 11.389 0.003
8580.70475 11.309 0.003
8593.67176 11.414 0.003
8603.64677 11.305 0.003
8604.67805 11.306 0.003
8606.64720 11.368 0.003
8619.61832 11.353 0.003
8627.59422 11.317 0.003
8641.55532 11.358 0.003
8649.83093 11.285 0.003
8707.56597 11.366 0.003
8734.50501 11.317 0.003
