#name period q q_min ra dec A0 A1 A2 A3 A4 parallax
BLG986.08.7	0.5132152938157557	1.4646095997346529	1.029967026997419	260.451241	-43.019464	12.192067365408535	0.002852286378048147	0.09859789429493561	0.003969532613625714	0.009381146622975966    1.20
GD2246.03.18414	0.42708578017894894	2.2990908830286183	1.5488736884832137	179.327372	-57.091968	12.076492038292638	0.004597621556704018	0.10989179944213412	0.0030080208426986727	0.010690318437514812    1.41  
GD1097.20.23000	0.45706972598669926	9.739127164541713	5.178682586313094	252.108419	-44.137004	11.782188140892307	0.0008098925095818583	0.1414276656148031	0.0029595797165670704	0.020013310991856298    1.78
GD1448.27.17	1.2410027302060063	1.7772645201014532	1.2333417732669565	139.969949	-45.759178	11.875472731311515	0.011540485722034127	0.10348817619858718	0.003014014380339441	0.005635368817818519    0.77
BLG931.27.36745	0.705044594070575	2.437488897214107	1.6285587052683146	261.74489	-40.31792	11.633121108730384	0.0033286644925688185	0.11132396883334943	0.0026642950763941624	0.01051353560216733     1.46
GD1070.18.22288	45.146726862302486	7.4093957369592305	3.7263191047648356	257.007546	-41.048747	11.369638529043982	0.009124500714818988	0.1361778907576214	0.004279349471274945	0.004972612514852004    1.03 
LMC574.11.3407	0.25512807429329526	1.4792868768171594	1.0269224289718628	80.1415	-63.185667	16.919224859806075	0.0064044120504412735	0.09885104698953218	0.0013273024617189394	0.009208461379531505    0.45
LMC606.30.48	0.269887322043047	1.668596202674339	1.1136730425043468	92.27575	-63.376167	15.906682685337866	0.014073535727944276	0.10189924203033411	0.003892807028069956	0.012252901927180907    0.52
LMC751.15.2886	0.37538242084123197	1.7036352864341153	1.161875671614187	98.082958	-66.307861	16.958992400405	0.009026382346194052	0.10242330281288035	0.0012491019754512867	0.012105131069788885 0.18
MBR108.18.3	0.2947331191606001	1.4878849995127064	1.0241951215348466	33.257292	-72.993167	13.376614338756061	0.0063452552476102346	0.09899813658282171	0.003279981460870895	0.012867134801314416    1.10
MBR236.09.433	0.4398794730243913	1.5118283773444263	1.0701495156184242	50.642958	-80.540667	14.585622907784527	0.0024886587501189348	0.0994031216964587	0.0027819421896993356	0.008972866014012678    0.47
SMC711.22.1068	0.4466578823949795	2.346361420625819	1.5550832128444239	9.833875	-70.378028	13.226071570482965	0.002982051774266485	0.11039147119539083	0.005278363525788245	0.01540670608613143     0.66
SMC720.28.40576	0.5674563767910341	4.290831548153883	2.5557241901115426	11.938042	-73.13625	16.36746063210839	0.0017740356062071819	0.12460557890920494	0.003730509434854771	0.0035707897321062263   0
SMC742.26.330	0.34532175354386446	1.6767681263097987	1.1189990664863163	350.85925	-77.530417	13.864036188815946	0.00421126094892228	0.10202250087651558	0.0049684452848850254	0.00746627452089052     1.07
